REP_DATE,REP_TIME,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE
3/28/2015,"1,519",F,HISPANIC OR LATINO,9400 BLOCK N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,074","10,105,990"
3/28/2015,"1,954",F,BLACK,4000 AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,170","10,079,628"
3/28/2015,"2,018",F,WHITE,12700 RESEARCH BLVD SVRD SB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,105,773","10,130,091"
3/28/2015,"2,043",M,BLACK,E SLAUGHTER LN / S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,101,842","10,033,710"
3/28/2015,"2,135",F,WHITE,2000 SCOFIELD LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,323","10,126,255"
3/28/2015,"2,125",M,HISPANIC OR LATINO,1600 W BRAKER LN,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,126,738","10,115,004"
3/28/2015,"2,349",F,BLACK,8200 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,036","10,099,044"
3/28/2015,"2,256",M,WHITE,2200 S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,111,436","10,061,115"
3/29/2015,608,M,BLACK,1200 KRAMER LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,613","10,112,865"
3/29/2015,40,M,BLACK,3900 N LAMAR BLVD,NO = 2,,,,"3,114,108","10,084,669"
3/29/2015,46,M,HISPANIC OR LATINO,910 N LAMAR BLVD,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,111,151","10,073,100"
3/29/2015,137,M,BLACK,1100 BLOCK MANSELL AVE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,399","10,073,248"
3/29/2015,137,M,BLACK,3000 NORTHLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,110,660","10,095,052"
3/29/2015,538,M,HISPANIC OR LATINO,3000 N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,120,212","10,078,481"
3/29/2015,"1,002",M,WHITE,8515 S IH 35 SVRD NB,YES = 1,CALL FOR SERVICE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,102,531","10,035,055"
3/29/2015,"1,121",M,BLACK,315 W 11TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,767","10,072,747"
3/29/2015,"1,442",M,WHITE,290 ZONE LAKE AUSTIN,NO = 2,OTHER,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,103,060","10,085,613"
3/29/2015,"1,713",M,HISPANIC OR LATINO,1063 ZONE LAKE AUSTIN,NO = 2,OTHER,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,081,104","10,096,824"
3/29/2015,"1,827",M,HISPANIC OR LATINO,4600 BLOCK S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,115,014","10,046,870"
3/29/2015,"2,315",M,HISPANIC OR LATINO,2400 E ANDERSON LN SVRD WB,YES = 1,,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,135,229","10,092,829"
3/29/2015,"2,102",M,HISPANIC OR LATINO,5500 BLOCK S PLEASANT VALLEY RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,292","10,043,314"
3/29/2015,"2,258",M,BLACK,2000 BLOCK E SH 71 WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,138,742","10,052,898"
3/30/2015,224,M,BLACK,900 SPRINGDALE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,128,281","10,068,422"
3/30/2015,224,M,BLACK,900 SPRINGDALE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,281","10,068,422"
3/29/2015,"2,341",F,HISPANIC OR LATINO,3600 N MOPAC EXPY NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,109,458","10,085,942"
3/30/2015,403,M,HISPANIC OR LATINO,E STASSNEY LN / JIMMY CLAY DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,118,060","10,042,675"
3/30/2015,43,M,BLACK,LOYOLA LN / CRYSTALBROOK DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,142,070","10,084,086"
3/30/2015,257,M,HISPANIC OR LATINO,4900 N IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,123,846","10,085,357"
3/30/2015,327,M,HISPANIC OR LATINO,BLUFF SPRINGS RD / E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,107,056","10,041,893"
3/30/2015,136,M,HISPANIC OR LATINO,2300 S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,272","10,058,159"
3/30/2015,136,F,HISPANIC OR LATINO,2300 S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,272","10,058,159"
3/30/2015,254,M,HISPANIC OR LATINO,917 KEN ST,NO = 2,,,,"3,128,064","10,108,970"
3/30/2015,222,M,WHITE,9200 BLOCK N MOPAC EXPY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,115,383","10,112,423"
3/30/2015,316,M,HISPANIC OR LATINO,717 E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,761","10,070,297"
3/30/2015,245,F,WHITE,7581 CHEVY CHASE DR,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,578","10,096,933"
3/30/2015,326,M,HISPANIC OR LATINO,S PLEASANT VALLEY RD / E STASSNEY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,345","10,043,804"
3/30/2015,405,M,BLACK,E ANDERSON LN SVRD EB / BLESSING AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,939","10,095,248"
3/30/2015,448,M,HISPANIC OR LATINO,7405 LANGSTON DR,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,137,824","10,090,188"
3/30/2015,"1,320",F,HISPANIC OR LATINO,800 BLOCK N IH 35 SVRD SB,NO = 2,,,,"3,116,985","10,070,732"
3/30/2015,"1,313",M,BLACK,4700 BLOCK LOUIS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,131,770","10,074,067"
3/30/2015,"1,409",M,BLACK,2200 BLOCK E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,117,856","10,057,197"
3/30/2015,"1,449",F,WHITE,CEDAR AVE / E 14TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,123,510","10,074,158"
3/30/2015,"1,956",M,BLACK,1703 WEST AVE,NO = 2,,,,"3,113,145","10,075,502"
3/30/2015,"1,514",M,BLACK,5600 BLOCK AIRPORT BLVD,NO = 2,,,,"3,123,342","10,089,529"
3/30/2015,"1,609",F,HISPANIC OR LATINO,1600 PAYTON GIN RD,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,588","10,105,986"
3/30/2015,"1,609",M,HISPANIC OR LATINO,1600 PAYTON GIN RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,588","10,105,986"
3/30/2015,"1,717",M,WHITE,E ST JOHNS AVE / CAMERON RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,749","10,092,211"
3/30/2015,"1,717",M,WHITE,E ST JOHNS AVE / CAMERON RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,749","10,092,211"
3/30/2015,"1,828",M,WHITE,HOUSTON ST / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,118,491","10,090,915"
3/30/2015,"1,856",M,WHITE,388 ZONE LAKE AUSTIN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,103,042","10,090,879"
3/30/2015,"2,033",M,HISPANIC OR LATINO,2400 E SH 71 EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,140,558","10,051,738"
3/30/2015,"2,248",M,BLACK,5100 BLOCK E STASSNEY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,116,078","10,043,667"
3/30/2015,"2,036",F,HISPANIC OR LATINO,11100 N IH 35 SVRD SB,YES = 1,VIOLATION OF CITY ORDIANCE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,858","10,110,172"
3/30/2015,"2,036",M,HISPANIC OR LATINO,11100 N IH 35 SVRD SB,YES = 1,VIOLATION OF CITY ORDIANCE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,858","10,110,172"
3/30/2015,"2,109",M,WHITE,E 5TH ST / N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,681","10,069,664"
3/30/2015,"2,158",M,HISPANIC OR LATINO,1900 WILLOW CREEK DR,NO = 2,,,,"3,119,113","10,058,662"
3/30/2015,"2,245",M,HISPANIC OR LATINO,6800 BERKMAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,130,732","10,090,140"
3/30/2015,"2,158",M,BLACK,6200 PONCA ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,191","10,060,242"
3/30/2015,"2,158",M,BLACK,6200 PONCA ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,191","10,060,242"
3/30/2015,"2,349",M,HISPANIC OR LATINO,400 E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,878","10,104,476"
3/31/2015,322,M,WHITE,2900 ENFIELD RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,104,250","10,079,180"
3/31/2015,22,M,WHITE,400 W RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,611","10,067,338"
3/30/2015,"2,326",F,HISPANIC OR LATINO,2500 MONTOPOLIS DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,468","10,053,470"
3/30/2015,"2,329",F,WHITE,1700 WEST AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,930","10,075,515"
3/30/2015,"2,337",M,HISPANIC OR LATINO,7300 BLOCK S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,099,890","10,041,544"
3/31/2015,108,M,HISPANIC OR LATINO,2200 W BEN WHITE BLVD SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,099,038","10,057,079"
3/31/2015,41,M,HISPANIC OR LATINO,2200 BURTON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,117,547","10,057,503"
3/31/2015,120,M,HISPANIC OR LATINO,9500 BLOCK N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,074","10,105,990"
3/31/2015,120,M,WHITE,9500 BLOCK N LAMAR BLVD,NO = 2,,,,"3,128,074","10,105,990"
12/12/2015,357,F,BLACK,8210 N IH 35 SVRD SB,NO = 2,,,,"3,128,088","10,099,148"
3/31/2015,215,M,HISPANIC OR LATINO,2302 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,110,157","10,041,054"
3/31/2015,215,M,HISPANIC OR LATINO,2302 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,110,157","10,041,054"
3/31/2015,245,M,HISPANIC OR LATINO,1700 BLOCK TILLERY ST,YES = 1,PRE-EXISTING KNOWLEDGE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,307","10,075,568"
3/31/2015,543,F,WHITE,S IH 35 SB / E WILLIAM CANNON TO 35 SB RAMP,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,105,406","10,041,016"
3/31/2015,807,M,WHITE,6800 GUADALUPE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,909","10,094,943"
3/31/2015,911,F,HISPANIC OR LATINO,1900 BLOCK E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,117,102","10,057,503"
3/31/2015,911,F,HISPANIC OR LATINO,1900 BLOCK E OLTORF ST,NO = 2,,,,"3,117,102","10,057,503"
5/16/2015,"1,608",M,WHITE,533 ZONE LAKE AUSTIN,NO = 2,WATER SAFETY ACT,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,096,882","10,099,820"
3/31/2015,950,M,HISPANIC OR LATINO,2500 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,120,704","10,059,020"
3/31/2015,"1,000",M,BLACK,6300 BLOCK EMORY LN,YES = 1,,CASH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,135,053","10,086,504"
3/31/2015,"1,222",F,HISPANIC OR LATINO,1600 BLOCK E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,754","10,058,136"
3/31/2015,"1,132",M,WHITE,LAZY OAKS DR / WEST GATE BLVD,NO = 2,,,,"3,091,748","10,047,675"
3/31/2015,"1,230",F,WHITE,300 E ST ELMO RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,108,146","10,051,627"
3/31/2015,"1,230",M,WHITE,300 E ST ELMO RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,108,146","10,051,627"
3/31/2015,"1,411",M,BLACK,1400 BLOCK HARVEY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,163","10,074,763"
3/31/2015,"1,411",M,BLACK,1400 BLOCK HARVEY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,163","10,074,763"
3/31/2015,"1,446",M,HISPANIC OR LATINO,11170 N IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,134,307","10,110,617"
3/31/2015,"1,510",F,BLACK,7200 BLOCK N IH 35 SVRD SB,NO = 2,CALL FOR SERVICE,,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,125,790","10,094,778"
3/31/2015,"1,542",M,WHITE,7700 BLOCK N IH 35 SVRD NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,263","10,096,689"
3/31/2015,"1,727",M,HISPANIC OR LATINO,1400 BLOCK MARSHALL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,109,849","10,075,560"
3/31/2015,"1,727",M,HISPANIC OR LATINO,1400 BLOCK MARSHALL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,109,849","10,075,560"
3/31/2015,"2,005",M,WHITE,CAMERON RD / RUTHERFORD LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,132,510","10,096,378"
3/31/2015,"2,011",M,WHITE,3505 E 5TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,640","10,065,863"
4/1/2015,347,M,HISPANIC OR LATINO,E 5TH ST / N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,681","10,069,664"
4/1/2015,120,M,WHITE,7329 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,398","10,095,043"
4/1/2015,116,M,HISPANIC OR LATINO,SPRINGDALE RD / SARA DR,YES = 1,,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,130,502","10,072,575"
3/31/2015,"2,349",F,HISPANIC OR LATINO,5300 E RIVERSIDE DR,YES = 1,,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,123,986","10,057,119"
3/31/2015,"2,348",F,HISPANIC OR LATINO,11400 BLOCK N MOPAC EXPY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,117,868","10,119,807"
4/1/2015,9,F,BLACK,7300 FM 969 RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,143,414","10,076,413"
4/1/2015,56,M,BLACK,800 E 4TH ST,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,117,011","10,069,442"
4/1/2015,121,M,WHITE,E 12TH ST / AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,642","10,074,266"
4/1/2015,121,M,WHITE,E 12TH ST / AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,642","10,074,266"
4/1/2015,121,F,WHITE,E 12TH ST / AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,642","10,074,266"
4/1/2015,221,M,BLACK,200 E 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,818","10,070,707"
4/1/2015,405,M,HISPANIC OR LATINO,2700 S IH 35 NB,NO = 2,,,,"3,114,401","10,056,793"
4/1/2015,312,F,HISPANIC OR LATINO,N IH 35 SVRD NB / E US 290 HWY SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,350","10,090,521"
4/1/2015,330,F,WHITE,700 W PARMER LN,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,135,649","10,121,886"
4/1/2015,339,F,BLACK,8800 E US 290 HWY SVRD WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,140,687","10,093,519"
4/1/2015,744,M,WHITE,4000 DUVAL RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,117,964","10,123,103"
4/1/2015,946,M,BLACK,RESEARCH BLVD SVRD NB / N LAMAR BLVD SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,123,179","10,100,168"
4/1/2015,"1,317",F,HISPANIC OR LATINO,2800 S LAMAR BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,102,177","10,061,914"
4/1/2015,"1,433",M,WHITE,900 BLOCK S IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,742","10,063,705"
4/1/2015,"1,433",F,HISPANIC OR LATINO,900 BLOCK S IH 35 SB,NO = 2,,,,"3,116,742","10,063,705"
4/1/2015,"1,832",M,BLACK,CHESTNUT AVE / E 12TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,122,725","10,073,240"
4/1/2015,"1,938",M,WHITE,1200 BLOCK MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,339","10,058,011"
4/1/2015,"2,244",M,WHITE,1000 E ST ELMO RD,YES = 1,,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,110,832","10,051,007"
4/1/2015,"2,045",F,BLACK,1600 CEDAR AVE,YES = 1,VIOLATION OF PENAL CODE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,123,357","10,074,543"
