REP_DATE,REP_TIME,APD_sector,RACE_KNOWN,Reason for Stop – TCOLE form,SEX,APD_RACE_DESC,Person Search YN,Search Found,X_COORDINATE,Y_COORDINATE
10/17/2019,300,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,OTHER,3107766,10044625
8/4/2019,332,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,ASIAN,YES = 1,NOTHING,3114762,10075316
8/17/2019,118,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3108757,10085779
11/1/2019,1448,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,CASH,3131026,10053229
9/13/2019,43,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3116154,10067533
9/5/2019,49,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3111738,10071612
8/18/2019,56,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3128673,10107213
9/25/2019,2016,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3118146,10058687
9/26/2019,39,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,OTHER,3114363,10056861
8/3/2019,319,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3132525,10068880
8/22/2019,2222,DA,,Moving Traffic Violation,M,HISPANIC OR LATINO,,,3105840,10054490
8/13/2019,2334,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3126029,10099718
8/13/2019,1740,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3127258,10055404
10/4/2019,242,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,ALCOHOL,3116781,10062101
8/3/2019,314,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,OTHER,3100016,10067231
8/16/2019,234,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3116641,10063202
9/28/2019,11,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3125398,10052338
11/5/2019,22,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,DRUGS,3128509,10129894
11/5/2019,2204,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3139912,10111093
8/2/2019,157,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,MIDDLE EASTERN,YES = 1,NOTHING,3089050,10049471
10/4/2019,224,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3131585,10110544
11/6/2019,2352,ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),F,BLACK,YES = 1,NOTHING,3125256,10102147
10/30/2019,2235,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3115341,10070251
8/14/2019,2250,GE,,Moving Traffic Violation,M,BLACK,,,3116612,10070581
10/9/2019,1610,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3125778,10090922
9/7/2019,2333,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3116612,10070581
8/13/2019,1034,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,NO = 2,,3106600,10129750
10/6/2019,543,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES = 1,NOTHING,3128561,10052242
10/19/2019,207,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO = 2,,3113386,10068034
10/20/2019,440,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3109848,10071360
8/3/2019,1647,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,DRUGS,3108205,10028042
8/20/2019,1825,FR,,Moving Traffic Violation,M,HISPANIC OR LATINO,,,3113862,10045254
10/16/2019,1535,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3120704,10059019
8/20/2019,210,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3111801,10062680
10/12/2019,500,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3126131,10099946
10/17/2019,1334,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,DRUGS,3129679,10109661
8/9/2019,508,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,NO = 2,,3111685,10051662
10/16/2019,2122,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3096316,10045242
10/19/2019,2137,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES = 1,NOTHING,3123583,10100179
9/15/2019,2003,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3102868,10061829
9/30/2019,1650,BA,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),F,WHITE,YES = 1,NOTHING,3109756,10094146
8/3/2019,1606,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,CASH,3124371,10124466
8/4/2019,1948,FR,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,DRUGS,3113492,10038801
10/19/2019,1805,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3120642,10058412
8/4/2019,529,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3124336,10104921
8/24/2019,37,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3109830,10070976
7/31/2019,1511,FR,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3096597,10017540
10/9/2019,39,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3115403,10070458
10/21/2019,1906,ED,,Moving Traffic Violation,M,WHITE,,,3138568,10093196
7/31/2019,211,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,OTHER,3107095,10064515
8/20/2019,252,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3112044,10116744
9/16/2019,2229,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3107259,10062110
9/29/2019,119,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3131121,10094692
9/19/2019,907,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,DRUGS,3118636,10056889
10/7/2019,2053,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3112426,10119326
9/13/2019,2127,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3129605,10070882
9/13/2019,2127,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3129605,10070882
10/23/2019,1441,ID,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES = 1,DRUGS,3127630,10095283
8/25/2019,1131,CH,,Moving Traffic Violation,M,HISPANIC OR LATINO,,,3122134,10067499
9/6/2019,2300,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,DRUGS,3114607,10072215
8/11/2019,2102,DA,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,HISPANIC OR LATINO,YES = 1,NOTHING,3105459,10054126
9/29/2019,2220,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,CASH,3115315,10070073
10/23/2019,101,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3107227,10073743
10/23/2019,210,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES = 1,NOTHING,3116240,10071325
8/17/2019,2123,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3121990,10076566
10/2/2019,1420,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,DRUGS,3125435,10090060
10/2/2019,1932,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,OTHER,3125088,10125985
7/30/2019,1901,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO = 2,,3122488,10085096
10/28/2019,1300,ID,,Moving Traffic Violation,M,BLACK,,,3122856,10099589
8/25/2019,1755,ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3127304,10099607
9/19/2019,19,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3116491,10051644
9/13/2019,2258,CH,,Moving Traffic Violation,M,HISPANIC OR LATINO,,,3124419,10072092
8/19/2019,145,ID,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,DRUGS,3124729,10090296
8/20/2019,434,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES = 1,NOTHING,3112344,10052065
10/30/2019,2235,GE,,Moving Traffic Violation,F,WHITE,,,3115341,10070251
9/12/2019,656,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,DRUGS,3089875,10057570
8/2/2019,308,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES = 1,NOTHING,3094085,10143865
8/20/2019,2212,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3114892,10068745
10/16/2019,13,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3114024,10071387
8/24/2019,2348,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3130706,10091705
10/12/2019,37,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,DRUGS,3133431,10086223
10/23/2019,241,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3112022,10063358
8/20/2019,432,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3114076,10080702
8/9/2019,20,CH,,Moving Traffic Violation,F,BLACK,,,3146736,10083709
8/10/2019,342,DA,,Moving Traffic Violation,M,WHITE,,,3069581,10061287
10/31/2019,2336,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3113545,10106948
8/9/2019,915,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3129938,10074766
10/6/2019,118,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,NOTHING,3110503,10055092
11/6/2019,2115,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3126300,10094960
8/22/2019,2334,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,,3116761,10070297
8/18/2019,933,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3131295,10074101
8/9/2019,2141,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3114551,10069904
8/11/2019,345,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,NOTHING,3099042,10025203
10/1/2019,2311,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3127800,10056391
10/25/2019,244,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3132696,10075657
9/24/2019,1928,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3120515,10055470
8/6/2019,138,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO = 2,,3085048,10053217
9/6/2019,1730,HE,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,HISPANIC OR LATINO,YES = 1,NOTHING,3117580,10057321
9/6/2019,1730,HE,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),F,HISPANIC OR LATINO,YES = 1,NOTHING,3117580,10057321
10/4/2019,2353,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3121446,10128143
10/5/2019,325,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3119223,10076695
10/12/2019,231,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES = 1,NOTHING,3114589,10112093
8/27/2019,33,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3126217,10055811
9/21/2019,1648,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3132081,10103006
11/1/2019,337,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3133938,10093609
9/6/2019,39,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3116761,10070297
9/3/2019,2242,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3116286,10070603
8/22/2019,921,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,WEAPONS,3107800,10076395
9/16/2019,34,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3112011,10067051
8/10/2019,2044,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3103389,10062644
8/31/2019,26,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES = 1,NOTHING,3117861,10058478
10/1/2019,141,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,CASH,3111930,10119239
11/6/2019,106,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,OTHER,3113545,10106948
10/30/2019,2223,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES = 1,NOTHING,3128434,10073082
8/7/2019,2320,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,OTHER,3081285,10044315
8/23/2019,2050,CH,,Moving Traffic Violation,M,BLACK,,,3127282,10078059
8/24/2019,501,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3107702,10129102
8/1/2019,1532,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,NO = 2,,3122075,10107854
10/27/2019,210,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3131136,10112573
10/10/2019,233,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,NO = 2,,3126375,10074431
10/31/2019,46,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES = 1,NOTHING,3107230,10044324
8/23/2019,230,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3120707,10106481
9/9/2019,1450,CH,,Moving Traffic Violation,M,BLACK,,,3149860,10081415
9/30/2019,1745,CH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,DRUGS,3120815,10072910
10/16/2019,2142,CH,,Moving Traffic Violation,F,BLACK,,,3149185,10080643
10/10/2019,2317,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,WEAPONS,3108453,10055089
10/14/2019,931,ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,NOTHING,3133741,10109288
10/27/2019,56,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3090740,10047852
9/25/2019,1213,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3120958,10059176
8/26/2019,1455,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3107951,10054021
8/26/2019,1455,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3107951,10054021
9/24/2019,1913,88,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES = 1,DRUGS,3133802,10128956
9/12/2019,2340,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO = 2,,3132442,10074830
9/25/2019,2224,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3123414,10106758
10/31/2019,2354,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3136778,10054013
7/31/2019,1515,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO = 2,,3105681,10146194
8/13/2019,324,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3130169,10109248
9/15/2019,303,FR,,Moving Traffic Violation,M,HISPANIC OR LATINO,,,3117362,10051566
10/14/2019,2320,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3127067,10134046
11/4/2019,233,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3112998,10066700
9/28/2019,33,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3129876,10109774
9/29/2019,2337,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES = 1,NOTHING,3117656,10089319
9/28/2019,2247,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,BLACK,YES = 1,OTHER,3123489,10075709
10/15/2019,1855,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,NOTHING,3132091,10106231
11/1/2019,247,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,3113218,10106431
9/10/2019,123,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES = 1,NOTHING,3128172,10106462
10/11/2019,1803,GE,,Moving Traffic Violation,M,HISPANIC OR LATINO,,,3114359,10070764
10/29/2019,1653,DA,,Moving Traffic Violation,M,HISPANIC OR LATINO,,,3107731,10054028
8/12/2019,1822,CH,,Moving Traffic Violation,M,BLACK,,,3148137,10074110
9/11/2019,1153,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES = 1,NOTHING,,
8/24/2019,213,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES = 1,NOTHING,3128415,10065018
8/27/2019,137,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES = 1,NOTHING,3126380,10130640
8/22/2019,416,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,OTHER,3110419,10072168
9/12/2019,2222,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3091021,10039602
9/12/2019,2348,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES = 1,NOTHING,3127083,10099451
8/20/2019,8,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3133500,10073028
8/23/2019,2014,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,DRUGS,,
8/6/2019,2022,GE,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),F,BLACK,YES = 1,NOTHING,3115569,10070773
9/2/2019,752,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,YES = 1,NOTHING,3122360,10103628
9/2/2019,226,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3122721,10099055
9/23/2019,1805,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3130562,10123173
10/28/2019,2146,88,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,HISPANIC OR LATINO,YES = 1,OTHER,3133802,10128956
8/21/2019,7,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES = 1,NOTHING,3116181,10070257
8/20/2019,1606,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3108659,10041393
9/3/2019,27,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES = 1,NOTHING,3138412,10077750
